"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"ladulaser","21 July 2002","Last night, I went to a rave party. Because of that, I can't sleep tonight, even as tomorrow is my birthday. So I decided to watch some anime. Tonari no Totoro had been given a very nice average score here at imdb, so I settled for it. It seems fortune itself has decided to give me this birthday present that is the pure joy of watching this movie. I mentioned in a review of another anime (Kiki's Delivery Service), that it reminded me of Astrid Lindgren's ""Pippi Longstockings"" which I was fed with as a swedish child. This movie is just about as fine! It gives me an insight of what it must've been like to be a child growing up at the countryside in the japanese 50s (which I guess is the setting for this movie), and at the same time it reminds me of what it was like for myself to grow up back when I lived in a house in the suburbs of Stockholm with a fairly large garden.I started smiling after watching this movie for about ten minutes, then I kept on smiling unto the worrying part (you will know what I mean if you have seen/will see the movie). How about that, by the way? An anime for kids that gets a 22-year old like me worried when the plot becomes saddening? Anyway, when the credits started rolling by with a beautiful, playful song in the background, I was smiling once again. This movie deserves no other grade than a 10, and that's what I'm about to give it :)Johan","
            10/10
            "
"bob the moo","3 September 2006","With their mother ill in hospital, Satsuki and Mei's father moves them to a new country house. The two girls are excited to find that their house is ""haunted"" and has soot gremlins running wild. Bundles of energy themselves, Satsukie and Mei love the space and the large forest all around them. While her father works and the older Satsuki goes to school, young Mei finds herself in the care of her neighbour ""Granny"". However going wandering alone in the grass, Mei finds another neighbour walking by  a small little spirit creature that live in the woods, just one of three ""Totoro's"" that she befriends.Having seen screenshots of this film and seeing how cool the Totoro's were I was looking forward to this film. I'd love to be a film snob and pretend that I have known Miyazaki for years, the truth is I have not and know him thanks to the success of Spirited Away. I mention this because I was hoping for the emotional depth in this film that I had with SA and this was another reason I was looking forward to the film. Sadly it was not to be all I had hoped it would have been and, although his films are generally ""critic-proof"", it was hard not to be a bit disappointed with it. Part of the reason was that it was a lot more childish than I expected it to be and it took a long time to really get going and, once it did, it was over. Although the Totoro's are the selling point, the film is really about the humans and how the girls deal with their reality. Perhaps it was the Disney version I saw, but I felt this was badly done and the emotions weren't well developed  rather they came out only in certain scenes and seemed artificial and were unengaging as a result.Visually the film is professional and polished in the ""human"" scenes but Miyazaki's imagination and style comes out with the Totoro's (which are very cool) and the cat bus (which is weirdly cool). As characters they are both very much side issues though. This is a bit annoying because of how cool they are, but it is actually distracting because of how underdeveloped the main material is. For children I imagine it will be great fun as they will love the girls and the creatures and won't find the story too simplistic. Adults will also love the charm of the creatures but many will struggle with the story that seems to be focusing on the emotions of the family but somehow fails to do it that well. Adults might also find the girls tiring as they are unbelievably cute balls of energy; personally I thought they were fun but I think they would wear me out totally if they were mine! In the Disney version the Fanning sisters do a pretty good job with the voice work. I cannot be sure if the failure of the material is Disney's fault or not but the Fannings do what they can. They are polished and cute but they cannot get consistent emotion in their characters and, when they do, it seems artificially condensed as if the writer had suddenly remembered that his characters had these worries and fears in their little hearts. The Totoros are very cute and quite funny but they are not emotional characters and I was a bit frustrated by them not contributing more to the experience than just being cool.Overall this is cute, cool and quite fun but those looking for it to even get close to the emotion and depth of Spirited Away will be disappointed. It seems to forget the heart of the story and is all too keen to just frolic with the Totoro before rushing the emotion in an unsatisfying conclusion. Fun, colourful and good for children but, aside from some moments of magic and cool creatures, many adults won't find the material to be strong enough to fully engage with.","
            4/10
            "
"Bob Pr.","11 January 2011","Miyazaki's animé films differ considerably from the usual (Disney) animated films both in art form and narrative: -- The art work in many animated films is similar to that in Mickey Mouse cartoons: outlines or features that are colored/shaded in; some movements are exaggerated for dramatic effect; almost all stories have adversaries or problems that the hero/heroine defeats near the conclusion. -- In Miyazaki's animé films, the backgrounds (landscapes, skies, interiors of homes, etc.)are beautifully, naturally rendered: e.g., weathered planks of wood have the texture and color of the real thing; clouds look very realistic. But while the actions, reactions, emotions and movements of people are very realistic, the visual, artistic rendering of people (& animals & fantasy creatures) is more cartoonish; the animals and fantasy creatures frequently move in ways not possible for people. But, while these human figures are cartoon-like, their reactions, emotions, motives, etc., are VERY realistic. Many of Miyazaki's films have a ""slice of life"" quality--there's no big conflict and climax of resolution; his films show life.Also, Miyazaki's films often mix objects (cars, phones, radios) from different time frames and some of that occurs here with telephones from the '30s, and a radio and 3 wheeled motorcycle van from the '40s. This video clip shows some of this quality: http://w w w.imdb.com/video/screenplay/vi477103897/ (copy link & remove spaces between w w w to activate.)In ""My Neighbor Totoro,"" the two principle characters are sisters: Mei, 4 years old, who is sometimes too spunky and daring and her older sister, Satseki, about 8-10 years old, who cares for Mei when she's home from school. The movie opens with the 2 girls and their father moving to a home in the country which will permit them to be closer to the girls' mother who is recuperating in a hospital.The old house they move into is said to be haunted (the sisters DO see some soot sprites). In a nearby forest, they find a large, somewhat pear-shaped, friendly magical forest creature they name Totoro and two much smaller similar creatures.The movie deals with their adventures in their new home, with Satseki's school, with adventures while waiting for their mother to recover, etc.Lovely to watch. The capturing of the girls' interactions between themselves and with others is remarkably well observed and captured.","
            7/10
            "
"CyberK82","23 September 2004","I'm a big fan of Hayao Miyazaki's work and was rather disappointed that this movie did not have the Japanese language/English subtitles option. But, I've finally seen it and must admit that it is incredibly cute. One does NOT have to be a child to enjoy this movie or any of Miyazaki's movies. The story line was good and and the characters were really touching. The totoros were so adorable that I want a plushie of one. I also loved the artwork. I finally know what some of the scenes are from in the AMVs that I've seen. I would definitely recommend this to families as well as to those who are Miyazaki fans. A definite thumbs up. Though I do wonder where Miyazaki gets some of the ideas for his characters such as that cat bus.","
            10/10
            "
"A_Kind_Of_CineMagic","31 October 2013","I apologise to the seemingly massive fanbase for these Miyazaki films but I find them totally over praised.I cannot see what people find so amazing about them. The scripts are totally banal and unnatural with nothing that makes me feel any emotion or humour. I find the dialogue boring and idiotic to be honest.Yes the animation is what must attract people mainly I guess but is it just me or is it no better than the weird cartoons I used to watch on kids TV in the 80s like Ulysees, City of Gold or Thundercats? I just would accept it as a kid in the 80s and it is not terrible but while quirky it is neither clever nor realistic nor beautiful. I am not impressed.The stories are mostly weird. In this case again the film is weird and unengaging for me. I cannot see why people rate it so highly. The characters are uninteresting and the script is robotic. The quirky animation and story is all that I can see to attract people but I find it a big turn off. I feel it appeals to the kind of computer game playing, does not leave their bedroom type of geek who has not grown up. It is neither for children nor for adults which is my main disconnect I think. Just my opinion.","
            3/10
            "
"rrfpaf-99858","6 February 2021","At first I thought Spirited Away was weird. So imagine spirited away, but with no real plot. I'm telling you, this movie is just weird weird weird. It doesn't help that the Totoro and the cat have really creepy smiles. Don't get me wrong, I enjoyed every moment of it! The kids are freaking adorable, the creatures are interesting, and the whole thing left me smiling. But dang that's a weird movie.","
            10/10
            "
"zh84","16 March 2007","This film is intended for small children, so Miyazaki says. I was thirty-six when I watched it. I was so charmed that I showed it again to my father, who was then seventy-seven. He was so charmed that he insisted we must show it to his grandson, who is four. I have seen more exciting films, or funnier films, but none which gave me more sheer delight. It is a great shame the world isn't really as nice as this, but when you are four, like Mei, or even eleven, like Satsuki, this is how you want it to be: everyone bigger is kind and can be trusted completely, and everything always comes right in the end. Knowing a little boy of Mei's age I can vouch for her being highly realistic, from the obsessive looking through a hole in a bucket to the scowling and sulking! The most touching moment is when Catbus' destination board changes to ""MEI"", showing Satsuki that he knows exactly where her little sister is, and that he's going to take her straight there. My only criticisms, if you can call them that, are that the DVD doesn't contain the legendary sequel ""Mei and the Kittenbus"", in which Mei meets and goes for a ride with Catbus's little son, and that I can't ride in Catbus myself. As a cat lover and occasional bus user I feel I was born to do that, and it's a disgrace he's only imaginary!","
            6/10
            "
"GiraffeDoor","16 March 2019","My problem with this movie is simple. There's just not enough conflict.I am a grown man who has never outgrown stuff made for children. I actually really like ""Masha and the Bear"" and ""Charlie and Lola"".But this movie just annoys me. The girls are happy in their new home, no one seems to be discontent or threatened, there is admittedly a sick mother but we only see her in a state of convalescence. It feels like a TV show aimed at young children right before bedtime but with the pretence of being worthy of a feature length running time.There is some stuff to like. There's some cuteness and a lot of well imagined sequences and images that feel instantly iconic (shame about the cheesy music) and I can appreciate that this movie isn't trying to be riveting story telling but something sweet, idyllic and simple.Totoru himself doesn't really do much and the climax feels really tacked-on. I thought Twilight had a tacked-on ending after not having nearly enough real conflict or high stakes but at least Twilight (in its defence) uses its climax to explore its major themes and is only the first part of a tetralogiy.Bland story, characters and themes aside, this could be the perfect movie for someone who had undergone a traumatic experience and is recovering in hospital. It's really not challenging at all except in how audaciously unchallenging it is.5 year old me might have just about enjoyed parts of this. 10 year old me would have completely dismissed this movie for its lack of antagonist or a real story.it's not a classic to enjoy with your children.","
            7/10
            "
"monkeydisco89","22 October 2010","Hayao Miyazaki is a genius. Most critics and moviegoers will second that notion. My Neighbor Totoro, one of his earlier features, is evidence of that claim. On several occasions when recommending this film to friends they have asked me, ""Well, what is the movie about?"" And, well, that is mostly hard to explain. There is no set plot, structure, nor is there much conflict; the film simply follows the lives of two little girls that meet the King of the Forest, Totoro. The film is from the perspective of a child, which, in my opinion, is the core of this film's brilliance. You can't help but watch the film without being imbued with a sense of jubilant wonder, joy, and warmth. This movie is older than I am, but still feels new and original. Everything from the music to the scenery to the dialogue is top-notch. I would recommend getting the 2005 English version with Dakota and Elle Fanning, Pat Carroll and Tim Daly, though both English dubbings are great.","
            6/10
            "
"CanadianBear","3 May 2018","I think this is the first time I've watched a movie from the IMDB top 250 and I just don't get how anybody could rate it so high. It's a cute movie and it was interesting to think that it was made so long ago a look a little bit at how they depicted Japan in 1988, but I don't find that it was a memorable film at all. It moves along so slowly and doesn't really have any climax at all. I didn't feel a connection with any of the characters. I certainly wouldn't recommend this film to anybody. It is not interesting for me as an adult and I have a hard time believe that it would be captivating to modern children.","
            8/10
            "
"jboothmillard","28 July 2018","I had seen the image of one of the recognisable title creature from this Japanese anime movie several times, and I am obviously a big fan of the animations from Studio Ghibli, so I could not wait to watch it, directed by Hayao Miyazaki (The Castle of Cagliostro, Spirited Away, Ponyo). Basically set in 1958 Japan, university professor Tatsuo Kusakabe (Tim Daly) and his two daughters, Satsuki (Dakota Fanning) and Mei (Elle Fanning), have moved into an old house to be closer to the hospital where the girls' mother, Yasuko (Lea Salonga), is recovering from a long-term illness. The house is inhabited with by tiny creatures, small, dark, dust-like house spirits called susuwatari, until the girls and their father settle into the house, the soot spirits drift away on the wind to find another empty house. One day, Mei sees two white, rabbit-like ears in the grass, they are two spirits, they lead her through a briar patch and into the hollow of a large camphor tree. She meets and befriends a larger version of the same kind of spirit (Frank Welker), it identifies itself with a series of roars, which Mei interprets as ""Totoro"", she falls asleep atop the large creature. When Satsuki finds her, she is on the ground in a dense briar clearing, despite her attempts, Mei cannot show her family Totoro's tree. Tatsuo comforts her, telling her she must have encountered the ""keeper of the forest"", and that Totoro will reveal himself when he wants to. On a rainy night, the girls become worried when a bus they are expecting carrying Tatsuo does not arrive, Mei falls asleep, and Satsuki is able to see Totoro when he appears beside them, he is delighted to be offered an umbrella to shade him from the rain. In return, he gives her a bundle of nuts and seeds, then a giant bus-shaped cat appears, halting at the stop, Totoro boards it, taking the umbrella, they disappear, shortly after Tatsuo's bus arrives. The girls plant the seeds, a few days later Totoro and his miniature colleagues appears and engage in a ceremonial dance, when the girls join in, the seeds sprout, growing and combining into an enormous tree, then Totoro, his colleagues and the girls go for a ride on a magical flying top. In the morning, the tree is gone, but the seeds have indeed sprouted, it is unclear if they girls were dreaming or not. The girls find out that a planned visit to Yasuko has been postponed due to a setback in her treatment, Satsuki is disappointed and worried, while Mei is upset and angry, leading to an argument between the sisters. Mei disappears, prompting Satsuki and the neighbours to search for her, Mei is trying to walk the long distance to the hospital to bring her mother some fresh corn. In desperation, Satsuki returns to the camphor tree and pleads with Totoro to help her, he is delighted to assist, and summons the Catbus, which carries her to where Mei has stopped. Having rescued Mei, the Catbus then whisks her and Satsuki over the countryside to see Yasuko in the hospital, they perch in a tree outside, to overhear the conversation between their parents. They hear that their mother has a minor, but is otherwise fine, they secretly leave some corn on the windowsill, and return home in the Catbus. Eventually, Mei and Satsuki's mother returns home, the sisters play with each other, while Totoro and his friends watch the family from afar. Also starring The Little Mermaid's Pat Carroll as Granny, Paul Butcher as Kanta and The Simpsons' Russi Taylor as Additional Voices. This film has developed a cult following over the years, it is interesting insight into childhood innocence and experiences, it is a bit of minimal storyline, but you can enjoy the adventurous moments, furry Totoro is adorable, the 12-legged cat bus is wonderfully bizarre, and the colourful animation is of course delightful viewing, a worthwhile animated fantasy. Very good!","
            10/10
            "
"jefferythoke","3 January 2022","Like all Miyazaki films, My Neighbor Totoro has incredible background painting and animation but this art wraps around a story that is unfulfilling and builds to nothing. The films central conflict is hollow and doesn't fully present itself until the last third of the film making the first hour of setup drag as you are left unsure why you should be caring about the children central to the story, other than the fact that they are kids.Ultimately this is a delightful film with a couple of moments and many frames that could be art pieces by themselves, but as a complete package it leaves you unfulfilled and wishing for more. As a slice of life kids movie it serves as a cute story but it is not great. Worth a watch but probably not worth coming back to with any regularity.","
            10/10
            "
"TBJCSKCNRRQTreviews","16 October 2010","When a man moves with his two young daughters(who are credible, with their child-like energy and their enthusiasm, that does give in to fear and doubt at times) to be closer to his hospitalized wife, the girls both begin seeing nature spirits. As they try to deal with their mother's illness, they experience amazing things with the imaginative creatures, including King Totoro, a large, fuzzy teddy-bear that smiles a lot and the many-legged Catbus. I suppose the main argument against this is the lack of real conflict(and without that, you don't really have a story), and the fact that the 10-year-old Satsuki(gesundheit) and the 4-year-old Mei can be rather obnoxious. Some will say that this doesn't need it; it's about the enchanting world(and it certainly is that). In addition to the magic, this does paint a convincing picture of the situation. This builds an atmosphere so effortlessly you barely believe it. The animation is smooth and ""feels"" real, including the setting of rural Japan, decades ago. There is a nice level of expression to the faces, especially the eyes. A cynic of many years, I will admit that this *did* win me over, yes, it is cute, the youngest of the 2 siblings is adorable(at times). There is some realistic kid dialog in this. The acting is great. If this does not tug at your heartstrings at least a bit, it may be time for a checkup. This is a truly well-done, sweet film that you can show children and they may love it, and it *isn't* pure garbage made with the sole intent being profit. There is nothing offensive in this. The DVD comes with a trailer for this, one for Kiki's Delivery Service and one for Howl's Moving Castle. I recommend this to any fan of fantasy. 8/10","
            8/10
            "
"morrison-dylan-fan","2 October 2019","Taking part in ICM's Japanese viewing challenge in September,I set my goal to be 31 films in 30 days. Hitting number 30,I started planning for what the big final movie would be.Having initial talked to fellow IMDber manfromplanetx about the revival screening I attended of Howl's Moving Castle, (2004-also reviewed) which led to a continuing discussion across September after Man had glimpsed at the works of Hayao Miyazaki,which led to me deciding that the 31st viewing would be me going over to my neighbour for a new Miyazaki.View on the film:Crafting what would later become the Studio Ghibli mascot in the cute King Totoro, writer/directing auteur Hayao Miyazaki invites the viewer to be a neighbour next to a atmosphere of pure joy, magicked in enchanting character designs fluidly animated, rolling up to the beaming smile of King Totoro, stepping on board the living fur ball cat bus (!),and sliding down to earth in the delicately drawn faces of Satsuki and Mei filled with wonder at Totoro, but fear over their mums stay in hospital.Bouncing deep into the woods, Miyazaki brings nature to life with a astonishing attention to detail, bringing the audience into the heavy rain the girls get caught in by dripping 1000's of individually animated rain drops on the front of the screen, and each leaf and tree branch (all done without CGI) glowing from a lush green appearance.Originally planned to just feature one girl, Hayao Miyazaki's move to instead create Mei and Satsuki pays off in splendid fashion, as the traditional story arc/dialogue of a boo-hiss baddie and slap-stick jokes is brushed aside with ease,thanks to Miyazaki treating the viewer with the chance to follow Satsuki and Mei's friendship with Totoro and exploration of the woods.Partly inspired by Miyazaki growing up with his brothers as their mum spent years in hospital suffering from spinal tuberculosis for nine years,Miyazaki draws a heart-felt passion the girls express in the love for their mother, which grows along with Miyazaki continuing to plant nature as a theme across his works, in green shoots of hope coming into Satsuki and Mei's life,from their neighbour Totoro.","
            6/10
            "
"mcongedi","19 May 2020","Few would argue against the view that Hayao Miyazaki is the greatest animator of all time. My neighbor Totoro represents the peak of his art. Discussing the plot seems pointless in reviewing this film. It is a wondrous mix of real family drama, charming and unexpected leaps into fantasy and gentle humour that appeals to all ages.The most striking aspect of the film is level of detail in each of the images: the bottle submerged in water shimmering in the light, the detail of the grain in the wood and all the other objects lovingly placed in the scenes. This kind of detail embellishes and enriches all the images. Any one of those frames can be displayed as a painting.If you have not seen it before, do yourself a favour and buy yourself a copy to own. It's the kind of movie you can watch again and again.","
            9/10
            "
"neil-476","14 August 2018","When 4 year old Mei moves to a house in the country, in order to be closer to hospitalised Mum, with Dad and older sister Satsuki, she discovers Totoro in the vicinity - creatures like obese rabbits of various sizes.This charming tale from Studio Ghibli is reminiscent of the British stories of Rupert Bear, where everday life rubs shoulders with high fantasy in a world where both are unremarkable. Couple this with an ability to see the world through a child's eyes, and an easy and undemanding narrative leads us through a series of events of extraordinary ordinariness. It looks lovely, and leaves you with a smile on your face.","
            9/10
            "
"OnlyKSJ","8 June 2023","*) K Reviews *) ( ( MY NEIGHBOR TOTORO is an absolute gem of a movie that captures the boundless imagination and innocence of childhood. The film's enchanting world invites children to explore their surroundings with wonder and curiosity, reminding us all of the simple joys of being young and carefree. Kids used to be full of energy and a nack for exploration at that era, I do remember my enthusiasm and imagination during my first 10 years on this planet. I will surely show this to some kids.Overall, MY NEIGHBOR TOTORO is a fantastic movie that deserves a place in every family's collection. Its timeless themes and charming characters will continue to delight and inspire generations of children for years to come.","
            10/10
            "
"851222","19 September 2017","Greetings from Lithuania.""My Neighbor Totoro"" (1988) is a one honest, not cynical and masterful movie. The story here is simple, yet superbly told. Never for a second was i bored nor involved into this movie. Script was very good as well direction by a master of genre Hayao Miyazaki. Overall, ""My Neighbor Totoro"" is just a joy to watch from the first minute. It has good story and great storytelling, you can't ask for more.","
            7/10
            "
"briancham1994","24 August 2020","This film is a Studio Ghibli classic. The titular totoro are super cute creatures and the story is also very heartwarming. It is a great film with lots of scenes that are uplifting.","
            1/10
            "
"masonsaul","27 October 2023","My Neighbor Totoro doesn't really have a plot, or major character arcs and definitely lacks a villain, however none of this is even remotely an issue in what is a pure, heartfelt adventure that doesn't waste a single second in telling its story, including the credits. It's constantly upbeat but that doesn't mean it's lacking in emotional heft.Noriko Hidaka and Chika Sakamoto are phenomenal, they have the boundless energy of children in spades as well as that sense of childlike wonder when it comes to discovering anything new. They remain incredibly endearing throughout and any time they're sad it breaks your heart.Hayao Miyazaki's direction is flawless, the sheer imagination of everything on screen is unrivalled and the animation is gorgeous. It doesn't show its age in the same way 3-D does plus there's a timeless quality to it. Joe Hisaishi's score is full of whimsy and beauty whilst perfectly encapsulating the innocence of it all.","
            10/10
            "
"Movie_Muse_Reviews","10 July 2010","Hayao Miyazaki and his company Studio Ghibli are known widely as masters of sophisticated and creative hand-drawn anime, supreme imagination and heartfelt stories. ""My Neighbor Totoro"" is one of the first Miyazaki classics, ranking high in heart and animation but slightly lower on the fantasy end in comparison to his later work.Like many of his films, ""Totoro"" is set in the country. A young girl and her little sister move to a new home in the countryside with their dad while their mom is sick in the hospital. They come to believe their new home is haunted when the younger sister, Mei, discovers a forest spirit named Totoro, a large round creature resembling a bear with pointy ears and whiskers with an affinity for napping inside large trees.""Totoro"" is certainly the most child-friendly of Miyazaki's classics. There is no force for evil with the plot revolving around simple family drama. Only our curiosity at the world of forest spirits that Miyazaki withholds from us for so long in this film drives us to watch the entire thing. Sadly, this world does not blossom with imagination anywhere near the way it does in Miyazaki's later films. Totoro himself represents a source of comfort. For all intents and purposes he is merely an imaginary friend, a way for the girls to escape from reality and forget about their ill mother. A huge plus on the emotional side of things for this film, but not much good when it comes to filling our fantasy quota.The characters are some of the strongest people Miyazaki has ever created. The relationship between the two sisters holds the truth and humanity of the story. Even their father, who actually encourages their imagination instead of the expected ""parent who tells them things aren't real"" character archetype. The Disney English dubbing of the film does a terrific job in casting young Dakota Fanning and her sister Elle for the voice parts of Satsuki and Mei. Somehow in spite of their age they understand that these girls require a voice quality that it is much different from typical American children, for example. As siblings, this certainly made the connection between their characters even stronger.""Totoro"" has its classic scenes such as the one when Totoro shows up at the bus stop and Satsuki gives him her umbrella and when Mei chases some forest sprites into the woods, but the fantasy stops there. It simply is not integral to this story. ""Totoro"" is more of a country fairytale, something much different that the Disney cannon or the Wester cannon of children's stories and animation. It aims to tell a story of childhood and family with a slightly fantastical element to it rather than a wildly imaginative fantasy with family roots.~Steven CCheck out my site http://moviemusereviews.com","
            8/10
            "
"truebatmantd","11 June 2023","This movie has cute animations like most of Hayao Miyazaki's work but then again it completely lacks a plot just like most of Hayao Miyazaki's work. Somewhere along the line they spent all their budget on cute animations and had no money left to hire writers to write a plot so they decided to release a rough draft of a bunch of random animations without a plot.Sorry but all those people calling this a masterpiece are out of their mind. No one with a brain would call this a masterpiece or even a decent movie. Movies exist to tell a story and if there is no story then there is no movie. Literally NOTHING happens for 90 minutes. It felt like I watched a 90-minute long music video.Anyone with a brain will rate this movie less than 3/10 but most likely 1/10.","
            6/10
            "
"Vartiainen","9 September 2015","Sometimes, however rarely, it is possible to tell a story without an enemy, yet still have meaning, to tell something that matters. Something that changes those who hear it. Surely, all stories require conflict. Change, something happening, is conflict in and on itself, for change means that something has to go away, to die, even if it is just an idea of a moment. But conflict does not have to be an enemy.I learned that from My Neighbor Totoro.I also learned how to walk through a house yard, viewing it through the eyes of a child. I learned that tall grass can hide wondrous creatures and that it can be a pretty scary place. Overgrowing forests are a labyrinth, a place to get lost, but also to find something. Not all monsters have to be scary, even if they might look and sound like it. The spookiest grin might belong to the nicest person.Children believe in magic. For them dreaming is the same as the waking world. The older we grow the more we start to lose this truth, but as long as we're still children, we remember. If we're lucky, we realize, at some point in our lives, that dreams are important, for they are hope. And hope is the thing that allows us to step out of our doors. But often we realize this too late, if at all.Trees can grow overnight into mighty giants. And the oldest trees have power of their own. Empty houses are never truly empty. It's nice to have a roadside roof to hold the rain, though umbrellas are mighty useful as well. Laughter keeps thunder from being too scary, every old lady should be called a grandma and the reason no adult believes in trolls is because they can turn invisible.All this I learned from My Neighbor Totoro.","
            10/10
            "
"Seraphion","12 November 2015","I really like how the movie managed to be so fascinating. It's timeless considering that what it shows doesn't really get confined into a certain time period. Children's imagination will still exist as there's still children, although provided that they are well brought up. It's a very nice movie to keep a copy of, just to show your kids how to have fun outdoors and let their imagination thrive, instead of playing with the electronic gadgets and get cooped up indoors like many kids do these days. The movie doesn't show any hostility, although it shows real kids' bickering. The characters are soothing to the mind of the audience, who may just got bored of having to face shady people in real life. I am lucky to get a copy with the Japanese original voice. The voice work really is an integral part of the mood building.","
            5/10
            "
"rudeboy_murray","21 July 2020","Watched this for the first time in years while entertaining a child and it's not quite as good as I remembered. The design of Totoro and his tiny friends is delightful, the cat bus is a stroke of genius and the set-up is charming, but... not all that much actually happens. With more going on this could have been one of Ghibli's finest. I completely get why Totoro is such an iconic character, though.","
            7/10
            "
"nancyldraper","26 August 2019","I introduced my AAR* to the creative genius of Hayao Miyazaki's Ghibli Studio, today, by taking her to see MY NEIGHBOUR TOTORO, which was her first Japanese Anime movie. Here is her review (warning, it has some mild spoilers, which I shall note):I think this movie is a 10 because it is a great movie! I liked all the parts but my favourite part was {spoiler} when the older sister found her younger sister{/spoiler}. That was very happy. It had some scary and sad parts but {spoiler} it was all happy at the end {/spoiler]. I really liked the two girls, the main characters. I would recommend this movie because it is a very good movie and you would enjoy it very much.She gives this film a 10 (very great) out of 10 and a thumbs up!*AAR = Age Appropriate Reviewer - my friend Sophie is nine years old","
            8/10
            "
"Munster2000","16 December 2015","The animation style is what you would expect from Studio Ghibli, which I really enjoy. This movie is meant to be a sort of slice of life film, which I don't mind either. The main two characters have enjoyable personalities as well. This brings us to why the 5/10.To be plain and simple, I found the movie extremely boring. Watching a movie such as Spirited Away or Kiki's Delivery Service, you will notice that they're rather relaxing and aren't paced that fast but you knew the movie was building to something. That is one of the major reasons why I like Ghibli films and what I was expecting again with My Neighbor Totoro. Unfortunately that was not the case and I was left wondering when the movie was going to climax or what adversity the characters are going to face.I was left disappointed that the characters that i started to like during the beginning of the film never really changed or learned some sort of lesson. At the end of the day, I was left underwhelmed especially since I have heard nothing but good things about this movie from anyone who mentions it.","
            10/10
            "
"stevelivesey67","17 February 2022","I think it depends in what order you have seen Ghibli movies and how you rate them. The first ones I ever saw were Spirited Away and Princess Mononoke, both of which I rate as the greatest animated movies of all time.Compared to those, I don't think Totorro can match them, but you can't deny the lovely message and fantasy. I would rather watch this than most ant Disney or Pixar movie.","
            5/10
            "
"implaxible","5 February 2014","This is probably the simplest story I have ever seen in a movie, told in a way to be quite delightful. Lots of times where the silence or lack of music or dialogue lets the visuals speak for themselves. I usually prefer the soundtrack in the original language, but these voice actors were just perfect for the parts. The girls' boundless energy was infectious.This is not just a movie for young kids, although they will probably find it quite enjoyable. Adults can appreciate the youthful exuberance exhibited by the girls. There were lots of little touches that made it seem ""real"". I especially like the way they showed the odd way the boy was propelling the bicycle because he couldn't reach the pedals from the seat.","
            9/10
            "
"griffolyon12","27 July 2009","Hayao Miyazaki's films always seem to amaze me. Whether it be the dense and extremely poignant Princess Mononoke, or the beautiful and deeply affecting Spirited Away, he always manages to capture the viewer's imagination, but no other film in his catalog manages to ensnare the viewer quite like My Neighbor Totoro. In a way it is very different than many of his other films.My Neighbor Totoro is a simple film, but told in a very affecting way. It's the story of two young girls who move to the country with their father so that they can be near their ailing mother in the hospital. While at their new home the girls discover an ancient forest spirit called Totoro that can only be seen by children, and Totoro helps them to find hope within all their inner turmoil.It is safe to say that My Neighbor Totoro is quite possibly Miyazaki's most human film he has ever made. While there are many other Miyazaki films that are perhaps more breathtaking in scope and may have far more intriguing plots, My Neighbor Totoro puts all of its focus on the characters rather than the fantasy. As a matter of fact the fantasy within the film is very sparse, and appears at all the right moments to strike the perfect chord with your emotions. Though this should not lead one to believe the film doesn't have some awe-inspiring fantasy. It wouldn't be a Miyazaki film if it didn't. There are many sequences, such as the catbus scenes or the flight with Totoro that are simply magical and help solidify this film amongst the pantheon of other Studio Ghibli productions.Miyazaki makes the smart choice of telling the story through the eyes of the children rather than giving it a cynical adult spin. In doing this he draws us into this world; you literally feel as if you stepped in a time machine and went back into your childhood. The children treat the world as if it's this magical place, full of mystery and wonder. We never see the dark side of human nature within this film, cause as children we never did. What Miyazaki does show is how to enjoy life and its simplicities, but not only that he makes us remember that it's alright to feel emotion; to be scared, to laugh, to cry. As adults we very often forget these simple things, bottling everything up, making us bitter and cynical beings.Of course My Neighbor Totoro is just as gorgeous as any other Studio Ghibli production. My Neighbor Totoro features some of the finest hand-drawn animation I've ever seen. It's amazing that this was done back in the days before computers. Many of the shots are so complex to draw that most animators would shy away from doing without a computer, but not Miyazaki. Now while some fans may despise the dubbed versions of Miyazaki's films done by Disney, I've never minded them, and this is easily one of their better dubs thus far. Dakota and Elle Fanning are perfect as the two sisters. Their authentic chemistry really comes through on screen.Overall My Neighbor Totoro is a funny, heartwarming film. Miyazaki perfectly struck a chord with the audience on this one. It's an innocent look back at childhood, bringing back the sheer wonder that following a mysterious animal in the backyard could have. Though what this film truly does is make us as adults forget what we are truly missing, but as Totoro does with the girls, Miyazaki shows that there is hope in us rediscovering that innocence and simplicity once more.I give My Neighbor Totoro a beautiful 10 out of 10!","
            7/10
            "
"gavin6942","12 June 2015","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.At this point, I think I have seen all the major anime films, from this one to ""Spirited Away"" to ""Princess Mononoke"". And I just do not get the appeal. The stories are sort of interesting with that fantasy element that is unique to the Japanese. But the animation is pretty weak, and it seems even sillier once you add the dubbing. (Of course subtitles would fix this, but nothing can fix the silly animation.) Some day it will make sense to me maybe... then again, probably not. But I probably never have to see any anime again so long as I live, as I have now checked them all off the IMDb 250.","
            8/10
            "
